 Invoice Number, Status, Gross, Fee, Net, Reserve
300095856,Completed,28.8,-0.75,28.05,
300095855,Completed,148.44,-5.2,143.24,
300095854,Completed,102.6,-2.15,100.45,
300095853,Completed,130,-4.55,125.45,
300095851,Completed,107.95,-2.2,105.75,
300095852,Completed,49.3,-1.73,47.57,
300095850,Completed,64.6,-2.26,62.34,
300095849,Completed,39.6,-0.95,38.65,
300095848,Completed,141.1,-2.88,138.22,
300095847,Completed,255.65,-5.01,250.64,
300095846,Completed,148.72,-2.98,145.74,
300095845,Completed,88.2,-1.88,86.32,
300095844,Completed,140.83,-2.88,137.95,
300095843,Completed,66.3,-1.46,64.84,
300095842,Partially Refunded,201.79,-4.03,197.76,
300095841,Refunded,58.13,-1.3,56.83,
300095840,Completed,65,-2.28,62.72,
300095839,Completed,168,-3.39,164.61,
300095833,Completed,75.65,-2.65,73,
300095838,Completed,100,-2.05,97.95,
300095837,Completed,38.88,-0.89,37.99,
300095836,Completed,43.2,-0.97,42.23,
300095835,Completed,31.45,-0.8,30.65,
300095834,Refunded,28,-0.68,27.32,
300095832,Completed,43,-1.02,41.98,
300095831,Completed,45.9,-1.61,44.29,
300095830,Refunded,88,-2.31,85.69,
300095829,Completed,201.6,-3.98,197.62,
300095828,Completed,70,-1.53,68.47,
300095827,Partially Refunded,306.72,-10.74,295.98,
300095826,Completed,208.8,-4.17,204.63,
300095825,Completed,69.7,-1.52,68.18,
300095824,Completed,147.96,-5.18,142.78,
300095822,Completed,13.77,-0.41,13.36,
300095823,Completed,46.75,-1.09,45.66,
300095821,Completed,24,-0.84,23.16,
300095820,Completed,52.7,-1.2,51.5,
300095819,Refunded,55.95,-1.26,54.69,
300095818,Completed,158,-3.2,154.8,
300095817,Completed,50,-1.15,48.85,
300095816,Completed,13.5,-0.41,13.09,
300095815,Completed,36,-1.01,34.99,
300095814,Completed,102.63,-2.1,100.53,
300095813,Completed,158.76,-3.17,155.59,
300095812,Completed,7.65,-0.3,7.35,
,Refunded,44,-1.26,42.74,
,Completed,193,-3.87,189.13,
300095811,Completed,15.12,-0.49,14.63,
300095810,Completed,192.79,-3.81,188.98,
300095809,Completed,59.96,-1.34,58.62,
300095803,Completed,20.7,-0.54,20.16,
300095806,Refunded,22,-0.68,21.32,
300095804,Completed,46.44,-1.03,45.41,
300095805,Completed,31.32,-0.8,30.52,
300095802,Completed,21,-0.55,20.45,
200000096,Completed,40.95,-0.98,39.97,
300095801,Completed,16,-0.45,15.55,
300095800,Completed,31.5,-0.8,30.7,
300095799,Completed,33.75,-0.84,32.91,
300095798,Partially Refunded,135.11,-2.77,132.34,
,Completed,-4096.31,0,-4096.31,
300095797,Completed,36.55,-0.89,35.66,
300095796,Completed,27,-0.71,26.29,
300095795,Completed,63.18,-1.35,61.83,
300088445,Partially Refunded,68.85,-1.51,67.34,
300095794,Completed,200,-3.95,196.05,
300095793,Completed,42.5,-1.01,41.49,
300095792,Completed,22.5,-0.63,21.87,
300095791,Completed,16.15,-0.51,15.64,
300095789,Completed,25.2,-0.63,24.57,
300095790,Completed,48,-1.68,46.32,
200000095,Completed,14.4,-0.42,13.98,
200000094,Completed,20.95,-0.55,20.4,
300095788,Completed,44.28,-1.04,43.24,
300095787,Completed,98.95,-2.03,96.92,
300095786,Completed,45.9,-1.02,44.88,
300095784,Completed,99,-2.08,96.92,
300095783,Refunded,28,-0.68,27.32,
300095782,Completed,149.59,-5.24,144.35,
,Removed,-17.55,0.48,-17.07,
300095781,Completed,56.16,-1.27,54.89,
300095780,Completed,89.25,-1.85,87.4,
300095779,Partially Refunded,146.7,-2.99,143.71,
300095778,Completed,34.99,-0.86,34.13,
300095777,Refunded,100,-2.05,97.95,
300095776,Completed,49,-1.13,47.87,
200000093,Completed,88.14,-1.87,86.27,
300095775,Completed,99.14,-2.08,97.06,
300095773,Completed,38.88,-0.94,37.94,
300095772,Completed,99,-2.03,96.97,
300095771,Completed,77.76,-1.63,76.13,
300095770,Completed,132.57,-2.72,129.85,
300095769,Completed,159.3,-3.23,156.07,
300095768,Completed,98.28,-3.44,94.84,
300095767,Completed,10,-0.39,9.61,
300095765,Completed,26,-0.69,25.31,
300095764,Completed,31.1,-0.74,30.36,
300095763,Completed,17,-0.52,16.48,
300095762,Completed,93.6,-1.93,91.67,
300095761,Completed,25.5,-0.63,24.87,
200000092,Completed,257.19,-5.09,252.1,
300095760,Completed,135,-4.73,130.27,
300095759,Completed,16,-0.45,15.55,
300095758,Completed,61.2,-2.14,59.06,
300095757,Refunded,164.95,-3.28,161.67,
200000091,Completed,75,-1.95,73.05,
300095756,Completed,16,-0.53,15.47,
300095755,Completed,218.16,-4.3,213.86,
300095754,Completed,59.5,-1.33,58.17,
300095753,Completed,359.1,-7.02,352.08,
300095752,Completed,69.9,-1.53,68.37,
300095751,Completed,19.95,-0.7,19.25,
300095750,Completed,37.6,-0.86,36.74,
300095749,Completed,49,-1.33,47.67,
300095748,Completed,10.8,-0.36,10.44,
300095747,Completed,6,-0.26,5.74,
300095746,Refunded,62.7,-1.39,61.31,
300095745,Completed,33.15,-0.83,32.32,
300095744,Completed,29,-0.75,28.25,
300095743,Completed,95,-1.96,93.04,
300095742,Completed,40,-0.96,39.04,
300095740,Refunded,44,-1.26,42.74,
,Refunded,72.5,-1.89,70.61,
300095739,Partially Refunded,60,-1.34,58.66,
300095738,Completed,32.63,-0.82,31.81,
300095737,Refunded,45.36,-1.06,44.3,
300095736,Completed,63.18,-1.35,61.83,
,Completed,-7299.95,0,-7299.95,
300095735,Completed,76.03,-1.59,74.44,
300095734,Completed,126.35,-2.55,123.8,
300095733,Completed,72.68,-1.53,71.15,
200000090,Completed,82.8,-1.77,81.03,
300095732,Completed,222.43,-4.43,218,
300095731,Completed,100.5,-2.11,98.39,
300095730,Completed,30.6,-0.78,29.82,
300095729,Completed,186.84,-3.7,183.14,
300095728,Completed,202.5,-4.05,198.45,
300095726,Completed,21.6,-0.56,21.04,
300095727,Refunded,56.02,-1.26,54.76,
300095725,Completed,149.25,-2.99,146.26,
300095724,Completed,14.95,-0.43,14.52,
300095722,Completed,152.2,-3.04,149.16,
300095723,Completed,199.15,-6.97,192.18,
INV2-CWGX-PUVG-W4G7-C4QR,Completed,80,-1.67,78.33,
45148,Paid,80,0,80,
300095721,Partially Refunded,187.45,-3.76,183.69,
300095720,Refunded,40,-0.91,39.09,
300095719,Completed,30,-0.77,29.23,
300095718,Completed,152.66,-3.1,149.56,
300095717,Completed,57.8,-1.25,56.55,
300095716,Completed,128.99,-2.6,126.39,
INV2-5DHR-M744-Y6XA-NJU8,Completed,215.83,-4.25,211.58,
45147,Paid,215.83,0,215.83,
300095715,Completed,24,-0.66,23.34,
300095714,Completed,193,-3.87,189.13,
200000089,Completed,90,-1.91,88.09,
300088292,Completed,28.45,-0.74,27.71,
300095713,Refunded,28.22,-0.88,27.34,
300095712,Completed,54,-1.23,52.77,
300095711,Completed,152.2,-3.09,149.11,
300095710,Completed,69.75,-1.53,68.22,
300095709,Completed,47.52,-1.05,46.47,
300095708,Completed,34.5,-0.81,33.69,
300095707,Completed,77.25,-1.67,75.58,
300095706,Completed,217,-7.6,209.4,
200000088,Completed,135,-2.77,132.23,
300095705,Completed,77.76,-1.68,76.08,
300095704,Completed,432,-15.12,416.88,
300095703,Completed,37.6,-0.91,36.69,
300095702,Completed,65.26,-1.44,63.82,
300095701,Completed,33.83,-0.84,32.99,
300095700,Completed,50,-1.35,48.65,
300095699,Completed,59.96,-1.34,58.62,
300095698,Completed,109.95,-2.29,107.66,
300095697,Completed,195.2,-3.86,191.34,
300095696,Completed,26.1,-0.7,25.4,
300095695,Completed,84.24,-1.8,82.44,
300095694,Completed,59.95,-1.34,58.61,
300095693,Refunded,108,-2.25,105.75,
300095692,Completed,127.44,-4.46,122.98,
300095691,Completed,31.21,-0.79,30.42,
300095690,Refunded,9.5,-0.33,9.17,
300095689,Completed,48.6,-1.07,47.53,
300095688,Completed,147.1,-2.99,144.11,
300095687,Completed,66.32,-1.46,64.86,
300095686,Completed,130.5,-2.68,127.82,
300095685,Refunded,50.64,-1.16,49.48,
300095684,Refunded,28,-0.73,27.27,
300095683,Refunded,86,-2.26,83.74,
300095682,Completed,25.95,-0.69,25.26,
300095680,Refunded,34,-0.8,33.2,
300095681,Completed,8.5,-0.36,8.14,
300095679,Completed,112.2,-3.93,108.27,
300095678,Partially Refunded,49.21,-1.08,48.13,
300095677,Completed,100.85,-2.57,98.28,
300095676,Completed,243.55,-4.78,238.77,
300095675,Completed,72.95,-2.55,70.4,
300095674,Refunded,33,-0.83,32.17,
300095673,Completed,57.5,-1.29,56.21,
300095672,Completed,280.45,-9.82,270.63,
300095671,Completed,25.7,-0.64,25.06,
300095670,Completed,186.62,-3.75,182.87,
300095669,Completed,127.81,-2.63,125.18,
300095668,Completed,92.34,-1.9,90.44,
300095667,Completed,31,-0.79,30.21,
300095665,Completed,128,-2.58,125.42,
300095664,Completed,63,-1.4,61.6,
300095663,Completed,49.9,-1.15,48.75,
300095662,Completed,249.85,-4.9,244.95,
,Removed,-220,4.38,-215.62,
300095661,Completed,16.8,-0.47,16.33,
,Completed,-8758.3,0,-8758.3,
300095660,Completed,54,-1.23,52.77,
300095659,Completed,73.33,-1.54,71.79,
300095658,Completed,49.5,-1.14,48.36,
300095657,Completed,22.95,-0.64,22.31,
,Completed,86.4,-1.84,84.56,
300095656,Completed,54,-1.23,52.77,
300095655,Completed,38,-0.92,37.08,
300095654,Completed,61.2,-1.36,59.84,
300095652,Refunded,28,-0.68,27.32,
300095653,Refunded,125,-2.58,122.42,
300095651,Completed,53.55,-1.17,52.38,
300095650,Completed,39.2,-0.89,38.31,
300095649,Completed,16,-0.45,15.55,
300095648,Completed,134.68,-2.71,131.97,
,Completed,0.19,0,0.19,
,Completed,-9.9,0.19,-9.71,
,Completed,0.19,0,0.19,
,Completed,-10,0.19,-9.81,
,Completed,0.55,0,0.55,
,Completed,-28.8,0.55,-28.25,
,Completed,0.41,0,0.41,
,Completed,-21.6,0.41,-21.19,
,Completed,1.6,0,1.6,
,Completed,-84,1.6,-82.4,
,Completed,1.06,0,1.06,
,Completed,-56,1.06,-54.94,
,Completed,-87.48,0,-87.48,
,Completed,0.6,0,0.6,
,Completed,-32,0.6,-31.4,
,Completed,0.56,0,0.56,
,Completed,-29,0.56,-28.44,
,Completed,0.16,0,0.16,
,Completed,-8.5,0.16,-8.34,
,Completed,1.68,0,1.68,
,Completed,-88.2,1.68,-86.52,
,Completed,2.44,0,2.44,
,Completed,-128.52,2.44,-126.08,
,Completed,1.14,0,1.14,
,Completed,-60,1.14,-58.86,
300095647,Completed,147.74,-3.01,144.73,
300095646,Completed,73,-1.59,71.41,
300095645,Completed,72,-1.57,70.43,
INV2-DNSL-K27J-KUX2-6PYU,Completed,75.6,-2.8,72.8,
45146,Paid,75.6,0,75.6,
300095644,Completed,28.8,-0.7,28.1,
300095643,Completed,17.28,-0.48,16.8,
INV2-AG6B-K894-6GTU-R2QN,Completed,260.64,-9.27,251.37,
45145,Paid,260.64,0,260.64,
300095642,Completed,176.4,-3.55,172.85,
,Canceled,74.27,0,74.27,
300095641,Partially Refunded,342.84,-6.66,336.18,
300095640,Completed,86.4,-1.84,84.56,
300095639,Completed,257,-5.08,251.92,
300095638,Completed,16,-0.45,15.55,
300095637,Completed,77,-1.66,75.34,
,Removed,-92,2.36,-89.64,
300095636,Completed,63,-1.4,61.6,
300095635,Completed,20.9,-0.55,20.35,
300095634,Completed,25.98,-0.69,25.29,
300095633,Completed,40,-0.91,39.09,
300095632,Completed,59.9,-1.34,58.56,
,Completed,0.48,0,0.48,
,Completed,-25.2,0.48,-24.72,
300095631,Completed,371.36,-7.26,364.1,
INV2-JAP2-ZQU2-G4QQ-25KN,Completed,156,-5.61,150.39,
45144,Paid,156,0,156,
300095630,Completed,24,-0.61,23.39,
300095629,Completed,103.95,-2.18,101.77,
300095628,Completed,219.8,-4.38,215.42,
300095627,Completed,24,-0.78,23.22,
300095626,Completed,306.59,-6.03,300.56,
300095625,Completed,65.95,-1.45,64.5,
,Completed,0.65,0,0.65,
,Completed,-33.95,0.65,-33.3,
300095624,Refunded,53.99,-1.23,52.76,
300095623,Completed,95,-2.01,92.99,
300095622,Partially Refunded,219.95,-4.33,215.62,
300095621,Completed,8.5,-0.36,8.14,
300095620,Completed,191.16,-3.83,187.33,
300095619,Completed,36,-0.83,35.17,
,Completed,28.22,-0.74,27.48,
300095618,Completed,28.22,-0.74,27.48,
,Completed,0.28,0,0.28,
,Completed,-15,0.28,-14.72,
300095617,Completed,59.2,-1.32,57.88,
300095616,Completed,257.95,-5.1,252.85,
300095615,Completed,86.4,-1.84,84.56,
300095614,Refunded,36,-0.83,35.17,
300095613,Completed,132,-4.62,127.38,
300095612,Completed,34.99,-0.86,34.13,
300095611,Completed,22.5,-0.63,21.87,
300095610,Completed,160.65,-3.25,157.4,
300095609,Completed,92,-3.22,88.78,
300095608,Completed,67.07,-1.47,65.6,
300095607,Completed,40.5,-0.97,39.53,
300095606,Completed,216,-4.3,211.7,
300095605,Completed,38.07,-0.92,37.15,
300095604,Completed,24,-0.84,23.16,
300095603,Completed,135,-2.77,132.23,
300095602,Completed,58,-1.3,56.7,
300095601,Completed,52.49,-1.2,51.29,
300095599,Completed,29.95,-0.72,29.23,
300095600,Completed,107.89,-2.25,105.64,
,Completed,2.66,0,2.66,
,Completed,-139.97,2.66,-137.31,
300095598,Completed,83.3,-2.92,80.38,
300095597,Completed,58,-1.3,56.7,
300095596,Completed,50.22,-1.15,49.07,
300095595,Completed,100,-2.1,97.9,
300095594,Completed,65.91,-1.45,64.46,
300095593,Completed,57,-1.28,55.72,
300095592,Completed,88.13,-1.87,86.26,
300095591,Completed,28.88,-0.75,28.13,
300095590,Completed,27,-0.66,26.34,
300095589,Completed,44.95,-1.05,43.9,
300095588,Completed,378,-7.38,370.62,
200000087,Completed,65.12,-1.44,63.68,
300095587,Completed,79.2,-1.7,77.5,
300095586,Completed,98.6,-2.02,96.58,
300095585,Completed,52.4,-1.15,51.25,
300095584,Completed,79.2,-1.65,77.55,
300095583,Completed,94.09,-1.94,92.15,
300095582,Completed,65,-2.28,62.72,
300095581,Refunded,84,-1.8,82.2,
300095580,Completed,219.5,-4.37,215.13,
300095578,Completed,36,-0.83,35.17,
300095575,Completed,54,-1.45,52.55,
300095577,Completed,187,-3.75,183.25,
300095576,Completed,206.95,-4.13,202.82,
300095408,Completed,96.13,-3.36,92.77,
300095574,Completed,86.4,-1.84,84.56,
200000086,Completed,56.7,-1.28,55.42,
300095573,Completed,18,-0.54,17.46,
300095572,Completed,36,-0.88,35.12,
300095571,Completed,32.4,-0.82,31.58,
300095570,Completed,210.4,-4.2,206.2,
300095569,Completed,64.8,-1.43,63.37,
300095568,Refunded,28,-0.68,27.32,
300095567,Completed,63,-1.35,61.65,
300069743,Refunded,22.68,-0.58,22.1,
300095566,Completed,260,-5.14,254.86,
300095565,Completed,42,-1,41,
300095564,Completed,56,-1.26,54.74,
300095563,Partially Refunded,160,-5.6,154.4,
300095562,Completed,204.12,-4.08,200.04,
,Completed,-5343.86,0,-5343.86,
300095561,Completed,76.79,-1.66,75.13,
300095560,Completed,14.95,-0.48,14.47,
300095559,Completed,41.95,-1,40.95,
300095558,Completed,49.57,-1.14,48.43,
,Completed,36,-0.88,35.12,
INV2-A5FJ-ERLC-5LLZ-YCLS,Completed,102,-3.72,98.28,
45143,Paid,102,0,102,
300095556,Completed,64.45,-1.42,63.03,
300095555,Partially Refunded,146.76,-2.99,143.77,
300095554,Completed,27.22,-0.72,26.5,
300095553,Completed,21.6,-0.56,21.04,
300095552,Completed,45.9,-1.07,44.83,
,Completed,3.71,0,3.71,
,Completed,-195.17,3.71,-191.46,
,Completed,1.47,0,1.47,
,Completed,-61.2,1.47,-59.73,
,Completed,1.03,0,1.03,
,Completed,-54,1.03,-52.97,
300095551,Completed,274,-5.41,268.59,
300095550,Completed,38,-0.92,37.08,
300095549,Completed,59.5,-1.33,58.17,
300095548,Completed,50,-1.15,48.85,
,Completed,-68.8,0,-68.8,
,Completed,1.58,0,1.58,
,Completed,-83.25,1.58,-81.67,
,Completed,0.96,0,0.96,
,Completed,-40,0.96,-39.04,
,Completed,0.34,0,0.34,
,Completed,-18,0.34,-17.66,
,Completed,0.51,0,0.51,
,Completed,-27,0.51,-26.49,
,Completed,0.66,0,0.66,
,Completed,-34.99,0.66,-34.33,
,Completed,-41.95,0,-41.95,
,Completed,0.74,0,0.74,
,Completed,-38.88,0.74,-38.14,
,Completed,-108,0,-108,
,Completed,0.27,0,0.27,
,Completed,-14,0.27,-13.73,
,Completed,1.48,0,1.48,
,Completed,-77.76,1.48,-76.28,
,Completed,1.66,0,1.66,
,Completed,-87.44,1.66,-85.78,
,Completed,0.77,0,0.77,
,Completed,-32,0.77,-31.23,
,Completed,0.42,0,0.42,
,Completed,-22,0.42,-21.58,
,Completed,1.39,0,1.39,
,Completed,-72.91,1.39,-71.52,
,Completed,0.25,0,0.25,
,Completed,-13,0.25,-12.75,
,Completed,0.3,0,0.3,
,Completed,-15.8,0.3,-15.5,
,Completed,0.58,0,0.58,
,Completed,-30.6,0.58,-30.02,
,Completed,0.12,0,0.12,
,Completed,-5.95,0.12,-5.83,
300095547,Completed,20,-0.58,19.42,
300095546,Completed,181.44,-3.65,177.79,
300095545,Completed,280.8,-9.83,270.97,
300095544,Completed,15.3,-0.44,14.86,
300095543,Completed,93.5,-1.98,91.52,
300095542,Completed,47.52,-1.1,46.42,
300095541,Completed,26,-0.69,25.31,
300095540,Completed,70.59,-1.54,69.05,
300095539,Completed,45.73,-1.07,44.66,
300095538,Completed,26,-0.69,25.31,
300095537,Completed,152,-3.09,148.91,
300095536,Completed,34.5,-0.86,33.64,
300095535,Completed,118.15,-2.44,115.71,
300095534,Partially Refunded,72.25,-1.57,70.68,
300095533,Completed,165.95,-5.81,160.14,
300095532,Completed,96.33,-2.03,94.3,
300095531,Completed,36,-0.88,35.12,
300095530,Completed,17.1,-0.52,16.58,
300095529,Completed,70.2,-1.53,68.67,
300095528,Completed,17.1,-0.52,16.58,
,Completed,4.16,0,4.16,
,Completed,-218.7,4.16,-214.54,
300095527,Completed,63,-1.4,61.6,
300095526,Completed,20.4,-0.71,19.69,
300095525,Completed,46,-1.07,44.93,
300095524,Completed,272.16,-5.37,266.79,
,Completed,0.78,0,0.78,
,Completed,-40.56,0.78,-39.78,
,Completed,2.09,0,2.09,
,Completed,-87,2.09,-84.91,
300095523,Completed,61,-1.36,59.64,
300095522,Completed,45.9,-1.07,44.83,
300095521,Completed,66.42,-1.46,64.96,
300095520,Completed,32.4,-0.77,31.63,
,Completed,25.5,-0.68,24.82,
300095519,Refunded,21.6,-0.61,20.99,
300095518,Completed,35.64,-0.88,34.76,
200000085,Completed,35,-0.87,34.13,
300095517,Completed,146.87,-2.94,143.93,
300095516,Completed,76.1,-1.6,74.5,
300095515,Completed,22.95,-0.64,22.31,
200000084,Completed,52.92,-1.21,51.71,
300095514,Completed,43.2,-1.02,42.18,
300095513,Completed,159.3,-3.23,156.07,
300095512,Completed,20,-0.7,19.3,
300095511,Partially Refunded,78.57,-1.69,76.88,
300095510,Completed,14.58,-0.43,14.15,
300095509,Refunded,9.9,-0.39,9.51,
300095508,Completed,47.52,-1.05,46.47,
300095507,Completed,23.93,-0.65,23.28,
300095505,Partially Refunded,166.95,-3.37,163.58,
300095504,Completed,25.5,-0.68,24.82,
300095503,Completed,74.38,-1.56,72.82,
300095502,Completed,113,-2.91,110.09,
300095501,Completed,60,-1.34,58.66,
300095500,Completed,78.2,-1.64,76.56,
300095499,Completed,145.9,-2.92,142.98,
300095498,Completed,250.02,-4.9,245.12,
300095497,Completed,216.9,-4.27,212.63,
300095496,Completed,22,-0.62,21.38,
300095495,Completed,8.1,-0.35,7.75,
300095494,Completed,20,-0.53,19.47,
300095493,Completed,56,-1.96,54.04,
300095492,Completed,148.45,-3.02,145.43,
,Canceled,14.49,0,14.49,
200000083,Completed,63.95,-1.37,62.58,
300095491,Completed,41.04,-0.98,40.06,
300095490,Refunded,119.92,-3.03,116.89,
300095489,Refunded,90.72,-1.87,88.85,
300095488,Completed,90.4,-1.92,88.48,
300095487,Completed,53.95,-1.18,52.77,
300095486,Completed,58,-1.3,56.7,
300095484,Completed,64,-1.42,62.58,
300095483,Completed,79.7,-1.71,77.99,
300095482,Completed,9.18,-0.37,8.81,
300095480,Refunded,32,-0.92,31.08,
300095481,Completed,31.5,-0.75,30.75,
300095479,Completed,75,-1.58,73.42,
300095478,Completed,148.25,-3.02,145.23,
300095477,Completed,14,-0.47,13.53,
INV2-VEJW-9JZ6-NUT8-64UP,Completed,80,-2.95,77.05,
45142,Paid,80,0,80,
300095476,Completed,107,-2.18,104.82,
,Completed,-5818.57,0,-5818.57,
300095475,Completed,28,-0.73,27.27,
300094258,Completed,62.64,-1.39,61.25,
300095474,Completed,47.25,-1.05,46.2,
300095473,Completed,174.25,-3.51,170.74,
300095472,Completed,68.04,-1.49,66.55,
300095471,Completed,35.2,-0.87,34.33,
300095470,Completed,49.5,-1.14,48.36,
,Removed,-7.5,0.29,-7.21,
300095469,Refunded,17.5,-0.48,17.02,
300095468,Completed,74.8,-1.62,73.18,
300095467,Completed,111.24,-2.31,108.93,
INV2-Q7HG-TZFG-6NZS-JDPJ,Completed,40,-1.55,38.45,
45141,Paid,40,0,40,
300095466,Completed,59.96,-1.34,58.62,
,Completed,2,0,2,
,Completed,-105.3,2,-103.3,
300095465,Completed,20.1,-0.58,19.52,
300095464,Refunded,54,-1.23,52.77,
300095463,Completed,79,-1.7,77.3,
300095236,Completed,36.72,-0.85,35.87,
300095462,Completed,80.26,-1.72,78.54,
,Refunded,59.96,-1.64,58.32,
300095461,Completed,68.85,-1.46,67.39,
,Completed,6.67,0,6.67,
,Completed,-278,6.67,-271.33,
300095460,Completed,67.95,-1.44,66.51,
,Completed,1.32,0,1.32,
,Completed,-54.95,1.32,-53.63,
,Completed,0.91,0,0.91,
,Completed,-38,0.91,-37.09,
,Completed,3.81,0,3.81,
,Completed,-200.88,3.81,-197.07,
,Completed,2.74,0,2.74,
,Completed,-114,2.74,-111.26,
,Completed,0.63,0,0.63,
,Completed,-32.95,0.63,-32.32,
,Completed,-201.6,0,-201.6,
,Completed,0.31,0,0.31,
,Completed,-16.47,0.31,-16.16,
,Completed,0.52,0,0.52,
,Completed,-27.5,0.52,-26.98,
300095459,Completed,191,-3.83,187.17,
300095458,Completed,59.25,-1.33,57.92,
,Completed,1.81,0,1.81,
,Completed,-95.26,1.81,-93.45,
,Completed,0.26,0,0.26,
,Completed,-11,0.26,-10.74,
,Completed,0.33,0,0.33,
,Completed,-17.28,0.33,-16.95,
300095457,Completed,8.5,-0.36,8.14,
300095456,Refunded,59.96,-1.64,58.32,
INV2-JD3Y-ABXP-VFG8-5XWB,Completed,126.18,-4.57,121.61,
